,NAME,NATIONALITY,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
0,Cristiano Ronaldo,Portugal,99,99,99,93,99,48,91
1,Lionel Messi,Argentina,99,99,98,97,99,40,75
2,Zlatan Ibrahimović,Sweden,98,84,99,96,96,43,97
3,Lionel Messi,Argentina,98,98,97,96,98,35,71
4,Luis Suárez,Uruguay,98,92,99,96,98,60,96
5,Robert Lewandowski,Poland,98,90,99,89,97,50,94
6,Cristiano Ronaldo,Portugal,98,98,98,91,98,45,89
7,Lionel Messi,Argentina,97,96,94,93,98,30,68
8,Cristiano Ronaldo,Portugal,97,96,97,88,95,42,86
9,Lionel Messi,Argentina,97,95,93,92,98,28,67
10,Luis Suárez,Uruguay,97,89,96,93,96,55,92
11,Cristiano Ronaldo,Portugal,97,96,97,88,95,42,86
12,Cristiano Ronaldo,Portugal,97,96,97,88,95,42,86
13,Neymar,Brazil,97,98,95,90,99,40,73
14,Zlatan Ibrahimović,Sweden,96,80,98,94,94,40,95
15,Neymar,Brazil,96,97,94,88,98,39,71
16,Lionel Messi,Argentina,96,94,92,90,97,27,65
17,Luis Suárez,Uruguay,96,88,95,91,95,52,91
18,Cristiano Ronaldo,Portugal,96,95,96,86,93,40,85
19,Kevin De Bruyne,Belgium,95,86,96,99,97,56,93
20,Gareth Bale,Wales,95,99,96,95,95,77,94
21,Gonzalo Higuaín,Argentina,95,90,98,83,93,34,85
22,Hulk,Brazil,95,92,96,94,93,52,94
23,Antoine Griezmann,France,95,95,97,93,96,44,85
24,Karim Benzema,France,95,91,96,90,93,31,89
25,Diego Godín,Uruguay,95,78,64,80,76,98,96
26,Sergio Agüero,Argentina,95,95,97,91,95,35,84
27,Zlatan Ibrahimović,Sweden,95,79,97,93,93,39,94
28,Lionel Messi,Argentina,95,93,90,88,96,25,63
29,Luis Suárez,Uruguay,95,87,94,89,94,50,90
30,Iniesta,Spain,95,82,81,98,96,67,72
31,Cristiano Ronaldo,Portugal,95,94,95,84,92,37,83
32,Gonzalo Higuaín,Argentina,94,89,98,82,92,34,84
33,Robert Lewandowski,Poland,94,86,97,86,94,47,91
34,Kevin De Bruyne,Belgium,94,85,95,98,96,55,92
35,Gareth Bale,Wales,94,99,95,94,94,75,93
36,Ángel Di María,Argentina,94,96,92,95,94,60,85
37,Thomas Müller,Germany,94,85,95,92,90,54,85
38,Mesut Özil,Germany,94,80,86,98,95,35,70
39,Zlatan Ibrahimović,Sweden,94,78,96,92,92,38,93
40,Thiago Silva,Brazil,94,82,65,81,80,96,89
41,Sergio Ramos,Spain,94,86,70,80,74,95,90
42,Luis Suárez,Uruguay,94,86,93,87,93,48,88
43,Cristiano Ronaldo,Portugal,94,93,94,82,91,35,80
44,Lionel Messi,Argentina,94,92,88,86,95,24,62
45,Gonzalo Higuaín,Argentina,93,88,97,82,92,34,83
46,Gareth Bale,Wales,93,99,93,92,93,74,92
47,Thiago Silva,Brazil,93,80,64,80,79,95,88
48,Mats Hummels,Germany,93,71,67,86,80,95,88
49,Pierre-Emerick Aubame...,Gabon,93,99,95,88,91,45,83
50,Riyad Mahrez,Algeria,93,93,92,92,94,45,80
51,Harry Kane,England,93,83,95,86,92,55,91
52,Robert Lewandowski,Poland,93,85,96,84,93,46,90
53,Cristiano Ronaldo,Portugal,93,92,93,80,90,33,78
54,Neymar,Brazil,93,93,91,83,96,35,65
55,Zlatan Ibrahimović,Sweden,93,77,95,90,91,37,92
56,Luka Modrić,Croatia,93,83,83,91,95,78,75
57,Paul Pogba,France,93,84,87,90,93,80,94
58,Luis Suárez,Uruguay,93,85,92,85,92,46,86
59,Cristiano Ronaldo,Portugal,93,92,93,80,90,33,78
60,Kevin De Bruyne,Belgium,92,83,92,95,93,51,89
61,Eden Hazard,Belgium,92,93,90,89,95,38,71
62,Antoine Griezmann,France,92,94,96,92,95,43,84
63,Francesco Totti,Italy,92,78,89,91,93,25,74
64,Gonzalo Higuaín,Argentina,92,87,96,81,91,33,82
65,Kaká,Brazil,92,90,90,88,93,31,68
66,Iniesta,Spain,92,79,80,93,95,63,68
67,Gareth Bale,Wales,92,98,92,91,92,72,90
68,Miranda,Brazil,92,82,60,63,70,95,88
69,Paul Pogba,France,92,83,86,89,92,80,93
70,Alexandre Lacazette,France,92,95,94,88,92,43,85
71,Luka Modrić,Croatia,92,82,82,90,94,77,74
72,Neymar,Brazil,92,92,89,80,95,33,62
73,Robert Lewandowski,Poland,92,84,95,82,92,44,89
74,Dani Alves,Brazil,92,93,80,88,91,90,82
75,Luis Suárez,Uruguay,92,84,91,83,91,45,84
76,Zlatan Ibrahimović,Sweden,92,76,94,88,90,36,91
77,James Rodríguez,Colombia,91,82,92,91,91,47,82
78,Alexis Sánchez,Chile,91,92,93,89,93,47,83
79,Ángel Di María,Argentina,91,93,89,93,93,58,82
80,Marco Reus,Germany,91,94,91,92,93,45,76
81,Toni Kroos,Germany,91,60,89,95,90,77,80
82,Antoine Griezmann,France,91,93,95,91,94,42,83
83,Philipp Lahm,Germany,91,84,59,93,91,92,76
84,Andrea Pirlo,Italy,91,60,72,98,87,67,66
85,Eden Hazard,Belgium,91,92,88,87,94,37,69
86,Kevin De Bruyne,Belgium,91,82,91,93,92,50,87
87,Miralem Pjanić,Bosnia Herzegovina,91,80,88,94,91,77,78
88,Paulo Dybala,Argentina,91,93,92,87,96,32,73
89,Blaise Matuidi,France,91,82,81,89,87,90,89
90,Carlos Tévez,Argentina,91,92,94,86,93,51,90
91,Aduriz,Spain,91,80,95,77,88,56,92
92,Iniesta,Spain,91,78,79,92,94,62,67
93,Gonzalo Higuaín,Argentina,91,86,95,80,90,32,81
94,Jonas,Brazil,91,86,97,89,94,45,81
95,Jamie Vardy,England,91,96,91,77,88,60,89
96,Thiago Silva,Brazil,91,77,61,77,77,94,85
97,Sergio Agüero,Argentina,91,92,94,85,92,30,78
98,Neymar,Brazil,91,91,87,78,94,31,60
99,Robert Lewandowski,Poland,91,83,94,80,91,42,87
100,Arjen Robben,Netherlands,91,93,88,84,93,34,66
101,Luis Suárez,Uruguay,91,83,90,81,90,44,82
102,Zlatan Ibrahimović,Sweden,91,75,93,86,89,34,90
103,Thomas Müller,Germany,90,81,90,89,87,51,82
104,Clint Dempsey,United States,90,81,95,90,94,52,88
105,Paul Pogba,France,90,81,86,89,91,79,92
106,Jérôme Boateng,Germany,90,82,53,80,74,92,90
107,Giorgio Chiellini,Italy,90,80,51,62,65,95,91
108,Frank Lampard,England,90,75,91,89,83,66,82
109,James Rodríguez,Colombia,90,81,91,90,90,45,80
110,Alexis Sánchez,Chile,90,91,92,87,92,45,80
111,Carlos Tévez,Argentina,90,91,90,83,91,49,88
112,Antoine Griezmann,France,90,92,93,89,93,41,81
113,Ángel Di María,Argentina,90,92,88,92,92,56,80
114,Marek Hamšik,Slovakia,90,81,89,90,90,68,80
115,Lorenzo Insigne,Italy,90,95,88,93,96,46,60
116,Andrea Barzagli,Italy,90,81,41,63,70,95,86
117,Hatem Ben Arfa,France,90,88,93,91,96,47,87
118,Philipp Lahm,Germany,90,78,62,92,91,92,76
119,Islam Slimani,Algeria,90,81,94,78,87,54,95
120,Henrikh Mkhitaryan,Armenia,90,92,85,92,94,62,82
121,Dimitri Payet,France,90,85,87,91,93,55,80
122,Sergio Busquets,Spain,90,60,65,87,82,90,85
123,Eden Hazard,Belgium,90,91,86,86,93,35,67
124,Gareth Bale,Wales,90,97,91,89,89,70,87
125,Karim Benzema,France,90,87,91,86,89,27,84
126,Kevin De Bruyne,Belgium,90,81,90,91,91,47,85
127,Gonzalo Higuaín,Argentina,90,85,93,78,89,30,80
128,Iniesta,Spain,90,77,78,90,93,61,66
129,Neymar,Brazil,90,90,83,75,93,30,58
130,Mesut Özil,Germany,90,74,81,93,90,27,62
131,Robert Lewandowski,Poland,90,82,93,78,89,41,85
132,Thiago Silva,Brazil,90,76,60,76,76,93,84
133,Diego Godín,Uruguay,90,74,59,74,70,95,92
134,Sergio Agüero,Argentina,90,91,93,82,91,27,75
135,Zlatan Ibrahimović,Sweden,90,74,92,84,87,32,88
136,Luis Suárez,Uruguay,90,82,88,79,88,42,79
137,Arjen Robben,Netherlands,90,92,86,82,92,32,64
138,David Silva,Spain,89,74,78,90,90,35,60
139,Pierre-Emerick Aubame...,Gabon,89,99,90,85,88,44,80
140,Andrea Pirlo,Italy,89,46,83,97,88,60,65
141,Toni Kroos,Germany,89,58,85,92,86,72,75
142,Zlatan Ibrahimović,Sweden,89,73,90,81,85,31,86
143,David Villa,Spain,89,93,91,77,89,35,73
144,Giorgio Chiellini,Italy,89,79,50,60,62,94,89
145,Arturo Vidal,Chile,89,80,86,87,86,88,89
146,Jérôme Boateng,Germany,89,81,52,77,71,91,88
147,Alexis Sánchez,Chile,89,90,90,85,91,43,78
148,Luka Modrić,Croatia,89,78,80,88,91,75,71
149,James Rodríguez,Colombia,89,80,90,88,89,43,78
150,Radja Nainggolan,Belgium,89,87,85,88,88,87,90
151,David Luiz,Brazil,89,80,76,83,80,90,87
152,Koke,Spain,89,80,82,92,88,58,82
153,Carvajal,Spain,89,87,51,87,88,92,90
154,Filipe Luís,Brazil,89,88,76,89,88,88,87
155,Javier Mascherano,Argentina,89,73,64,82,74,90,86
156,Javier Hernández,Mexico,89,91,91,75,86,37,71
157,Douglas Costa,Brazil,89,95,86,91,92,56,72
158,Romelu Lukaku,Belgium,89,90,93,78,85,42,92
159,Claudio Marchisio,Italy,89,86,82,90,90,85,86
160,Marco Reus,Germany,89,93,89,90,91,42,73
161,Paul Pogba,France,89,80,85,88,90,78,91
162,Antoine Griezmann,France,89,91,92,88,92,40,80
163,Thomas Müller,Germany,89,80,89,87,85,50,80
164,Mesut Özil,Germany,89,73,78,91,89,25,60
165,Ángel Di María,Argentina,89,91,87,91,91,55,78
166,Gonzalo Higuaín,Argentina,89,84,92,75,88,29,79
167,Robert Lewandowski,Poland,89,81,92,75,87,40,83
168,Diego Godín,Uruguay,89,73,58,71,68,93,89
169,Sergio Agüero,Argentina,89,90,92,79,90,25,72
170,Philipp Lahm,Germany,89,77,61,89,89,91,73
171,Karim Benzema,France,89,86,90,83,87,26,82
172,Gareth Bale,Wales,89,96,90,87,88,66,85
173,Marcelo,Brazil,89,89,75,85,91,90,88
174,Kevin De Bruyne,Belgium,89,80,88,90,90,45,82
175,Thiago Silva,Brazil,89,75,58,75,75,92,82
176,Iniesta,Spain,89,76,76,89,92,60,65
177,Eden Hazard,Belgium,89,90,82,84,92,32,64
178,Zlatan Ibrahimović,Sweden,89,73,90,81,85,31,86
179,Pepe,Portugal,88,77,60,67,67,92,92
180,Coutinho,Brazil,88,86,86,89,91,42,68
181,Alexandre Lacazette,France,88,92,90,84,90,39,81
182,Kaká,Brazil,88,75,88,89,88,35,72
183,David Villa,Spain,88,80,92,85,90,40,75
184,Mesut Özil,Germany,88,72,75,89,87,24,57
185,David Silva,Spain,88,73,74,89,89,32,58
186,Xabi Alonso,Spain,88,58,74,91,78,81,79
187,Ashley Cole,England,88,92,62,78,82,86,78
188,Steven Gerrard,England,88,82,87,91,80,70,88
189,Wesley Sneijder,Netherlands,88,84,84,92,87,58,65
190,Fernando Torres,Spain,88,90,89,74,87,30,76
191,Diego,Brazil,88,83,83,90,89,40,70
192,Toni Kroos,Germany,88,57,83,91,83,70,72
193,Arturo Vidal,Chile,88,79,84,84,84,86,87
194,Darijo Srna,Croatia,88,83,85,92,84,87,86
195,Samuel Eto'o,Cameroon,88,82,90,85,89,45,82
196,Alex Sandro,Brazil,88,90,75,83,87,88,84
197,Mauro Icardi,Argentina,88,86,91,76,88,38,88
198,Lassana Diarra,France,88,83,58,84,86,88,80
199,André-Pierre Gignac,France,88,78,93,85,87,45,88
200,Marcelo,Brazil,88,87,74,83,90,89,87
201,Bruno,Spain,88,64,82,88,84,85,86
202,Andrés Guardado,Mexico,88,88,78,90,91,80,76
203,Marko Arnautović,Austria,88,85,89,88,89,57,88
204,Chris Smalling,England,88,83,40,75,76,93,89
205,Toby Alderweireld,Belgium,88,70,72,77,72,90,86
206,Sergio Ramos,Spain,88,80,61,74,68,89,83
207,Hulk,Brazil,88,89,91,89,89,48,90
208,N'Golo Kanté,France,88,85,75,82,84,86,85
209,Mats Hummels,Germany,88,66,61,80,75,91,82
210,Antoine Griezmann,France,88,90,91,87,91,35,77
211,James Rodríguez,Colombia,88,79,88,86,87,41,75
212,Paul Pogba,France,88,79,84,86,89,77,90
213,Cesc Fàbregas,Spain,88,69,82,91,83,70,68
214,David Silva,Spain,88,73,74,89,89,32,58
215,Marco Reus,Germany,88,92,88,88,90,41,70
216,Thomas Müller,Germany,88,79,88,85,83,48,77
217,Mesut Özil,Germany,88,72,75,89,87,24,57
218,Ángel Di María,Argentina,88,90,86,90,90,53,76
219,Gonzalo Higuaín,Argentina,88,83,90,72,86,28,77
220,Robert Lewandowski,Poland,88,80,87,74,85,39,81
221,Diego Godín,Uruguay,88,72,57,68,66,91,87
222,Sergio Agüero,Argentina,88,89,88,78,89,23,70
223,Luka Modrić,Croatia,88,77,78,87,90,73,70
224,Gareth Bale,Wales,88,95,86,85,86,65,82
225,Karim Benzema,France,88,85,88,80,85,25,80
226,Philipp Lahm,Germany,88,76,60,86,87,90,70
227,Giorgio Chiellini,Italy,88,78,48,57,60,92,87
228,Alexis Sánchez,Chile,88,89,88,83,90,41,77
229,Kevin De Bruyne,Belgium,88,79,87,89,89,42,80
230,Jérôme Boateng,Germany,88,80,51,75,70,89,86
231,Neymar,Brazil,88,90,80,72,92,30,58
232,David Silva,Spain,88,73,74,89,89,32,58
233,Thiago Silva,Brazil,88,74,57,73,73,90,79
234,Iniesta,Spain,88,75,72,87,90,59,63
235,Ivan Rakitić,Croatia,87,70,87,90,86,62,70
236,Ignacio Piatti,Argentina,87,85,88,85,90,54,78
237,Sebastian Giovinco,Italy,87,94,84,85,90,30,65
238,Toni Kroos,Germany,87,56,81,88,82,66,69
239,Pepe,Portugal,87,76,55,65,65,90,90
240,Maicon,Brazil,87,88,77,80,83,85,86
241,Esteban Cambiasso,Argentina,87,84,74,84,82,88,84
242,Claudio Pizarro,Peru,87,79,88,70,80,34,76
243,Coutinho,Brazil,87,85,84,88,90,40,65
244,Lukas Podolski,Germany,87,87,92,84,85,45,80
245,Nani,Portugal,87,88,85,88,90,29,70
246,Mario Gomez,Germany,87,80,91,70,80,35,85
247,Giacomo Bonaventura,Italy,87,86,88,89,88,70,80
